NEED_APPOINTMENT	I would like an appointment.	S: Jag behöver boka en tid N: jeg trenger en time D: Jeg har brug for at booke en tid: 
ROOM_NUMBER_N_LOCATION_Q	Where is room number ____?	S: Vilket rumsnummer? N: Hvilket nummer på rummet? S: Hvor er værelse nummer___
REGISTRATION_CENTRE_LOCATION_Q	Where is the registration centre?	S: Var kan jag registrera mig? N: Hvor kan jeg registrere meg? D: Hvor kan jeg blive registreret
MUST_WAIT	You have to wait	S: Du måste vänta N: Du må venteD: Du skal vente
WAITING_TIME_DURATION_Q	How long do we have to wait here?	S: Hur länge måste vi vänta här? Hvor lenge må vi vente her?D: Hvor længe skal vi vente her?
1_DAY	one day	S: En dag N: En dagD: En dag
1_HOUR	one hour	S: En timme N: En timeD: En time
1_MONTH	one month	S: En månad N: En måned
VERYSOON	very soon	S: Strax N: StraksD: Snart
TOMORROW	tomorrow	S: Imorgon D: I morgen
DAY_AFTER_TOMORROW	the day after tomorrow	S: I övermorgon D: I overmorgen   N:I overimorgen
NEXT_WEEK	next week	S: Nästa veckan D: Næste uge    N: Neste uke
RETURN_SOON	I will be back soon	S: Jag kommer strax tillbaka N: Jeg kommer straks tilbakeD: Jeg kommer snart tilbage
ONE	one	Ett
TWO	two	två
THREE	three	tre
FOUR	four	fyra
FIVE	five	fem
SIX	six	sex
SEVEN	seven	sju
EIGHT	eight	åtta
NINE	nine	nio
TEN	ten	tio 
MONDAY	Monday	
TUESDAY	 Tuesday	
WEDNESDAY	 Wednesday	
THURSDAY	 Thursday	
FRIDAY	 Friday	
SATURDAY	 Saturday	
SUNDAY	 Sunday	
JANUARY	January	
FEBRUARY	 February	
MARCH	 March	
APRIL	 April	
MAY	 May	
JUNE	 June	
JULY	 July	
AUGUST	 August	
SEPTEMBER	 September	
OCTOBER	 October	
NOVEMBER	 November	
DECEMBER	 December	
	Medical Terms	S: Hälsa N: Medisinske begrep / Helse
NEED_DOCTOR	I need a doctor	S: Jag behöver en läkareN: Jeg trenger en legeD: Jeg har brug for en læge
SUFFER_ICD10_R11	I feel sick/ I don't feel well 	S: Jag mår illa N: Jeg føler meg dårlig D: Jeg har det dårligt
EXPERIENCE_ILLNESS	I’m ill / I’m sick	S: Jag är sjukN: Jeg er sykD: Jeg er syg
CHILD_ILL	(My child) is sick	S: Mitt barn är sjuktN: Mitt barn er syktD: Mit barn er sygt
PREGNANT	I am pregnant	S: Jag är gravid N: Jeg er gravidD: Jeg er gravid
SUFFER_ICD10_T78.4	I am having an allergic reaction	N: Jeg har en allergisk reaksjonD: Jeg har en allergisk reaktion
SUFFER_ICD10_H81	I feel dizzy.	S: Jag känner mig svimfärdig N: Jeg er svimmel
SUFFER_ICD10_E10	I am diabetic	S: Jag har diabetes N: Jeg har diabetes
NEED_INSULIN	I need insulin	S: Jag behöver insulin N: Jeg trenger insulin
SUFFERED_RAPE	I was raped.	S: Jag har blivit våldtagen N: Jeg har blitt voldtatt
SUFFER_ICD10_R10	I have a stomach ache.	S: Jag har ont i magenN: Jeg har vondt i magenD: Jeg har ondt i maven
SUFFER_ICD10_R50	I have a fever / a temperature	S: Jag har feber N: Jeg har feberD: Jeg har feber
SUFFER_ICD10_R51	I have a headache	S: Jag har ont i huvudetN: Jeg har vondt i hodetD: Jeg har hovedpine
SUFFER_ICD10_R05	I have a cough.	S: Jag har hosta N: Jeg har en hoste D: Jeg hoster
CHILD_SUFFER_ICD10_R7.0	My child has a sore throat/ cough	S: Mitt barn har hosta N: Mitt barn har en hoste D: Mit barn hoster
FLU	cold	S: Förkylning N: Forkjølelse D: Forkølelse
DIARRHEA	diarrhea	S: Diarré N: Diaré D: Diarre
ICD10_K59.0	constipation	S: Förstoppning N: Forstoppelse D: Forstoppelse
ICD10_B73.3	vaginal yeast infection (thrush)	S: Vaginal svamp N: Vaginal sopp D: Skedesvamp
ICD10_B53.3	athlete's foot	S: Fotsvamp N: Fotsvamp D: Fodsvamp
ICD10_B85	head lice	S: Löss N: Lus D: Lus
		
	Food	N: Mat                                     D: Mad
MEAL_NOON	Lunch	S: Lunch N: Lunsj                                  D: Frokost
MEAL_EVENING	Dinner	S: Middag N: Middag                              D: Aftensmad
FOOD_HALAL_Q	Is this food Halal?	S: Är maten Halal?N: Er maten Halal?D: Er maden Halal?
ALLERGY_AGAINST_X	I am allergic to….	S: Jag är allergisk mot…N: Jeg er allergisk mot..D: Jeg er allergisk over for..
PORK_MEAT	pork	S: Griskött N: Grisekjøtt D: Grisekød
POULTRY_MEAT	poultry	S: Fågel D+N: Fugl 
NO_EAT_PORK	I do not eat pork	S: Jag äter inte griskött N: Jeg spiser ikke grisekjøtt D: Jeg spiser ikke svinekød
SELF_VEGETARIAN	I am a vegetarian.I don’t eat meat and fish.	S: Jag är vegetarian N: Jeg er vegetarianerD: Jeg er vegetar
SELF_VEGAN	I am a vegan	S: Jag är vegan N: Jeg er veganerD: Jeg er veganer
FISH	fish	S: Fisk N: Fisk D: Fisk
BREAD	bread	S: Bröd N: Brød D: Brød
WATER	water	S: Vatten N: VannD: Vand
LEMONADE	lemonade	S: Läsk N: Brus D: Saftevand/Sodavand
MILK	milk	S: Mjölk N: Melk D: Mælk
COFFEE	coffee	S: Kaffe N: Kaffe D: Kaffe
TEA	tea	S: Te N: Te D: Te
BEER	beer	S: Öl N: Øl D: Øl
FRUITS	fruit	S+N: Frukt D: Frugt
APPLE	apple	S: äpple N: Eple D: Æble
PEAR	pear	S: Päron N: Pære D: Pære
GRAPEFRUIT	grapefruit	S: Grapefrukt (grapefrukter) N: Grapefrukt D: Grape
APRICOT	apricot	S: Aprikos N: Aprikos D: Abrikos
POTATOE	potatoes [pl]	S: Potatis N: Poteter D: Kartofler
BEAN	beans [pl]	S: Bönor   D+N: Bønner 
PEA	peas [pl]	S: Ärter   D: Ærter    N: Erter
CHICKPEA	chickpeas [pl]	S: Kikärtor N: Kikerter
AUBERGINE	eggplant (US) / aubergine (UK)	S+N: Aubergine
CARROT	carrots [pl]	S: Morot (Morötter) N: Gulrot (Gulrøtter)  D:Gulerod (Gulerødder)
TOMATO	tomatoes [pl]	S+N+D: Tomat (tomater) 
TURNIP	turnip	S: Majrova N: Nepe D: Majroe
FLOUR	flour	S: Mjöl N+D: Mel
HONEY	honey	S: Honung N+D: Honning
CHEESE	cheese	S+N+D: Ost
QUARK	quark / cottage cheese 	S: Keso N: Cottage Cheese D: Hytteost
PAPRIKA	paprika	S+D + N: Paprika
SAUCE	sauce	S: Sås D: Sovs  /  N: Saus
BUTTER	butter	S: Smör /  N+D: Smør
OIL	oil	S: Olja D:Olie  /  N: Olje
CHEWING_GUM	chewing gum	S: Tuggummi N: Tyggegummi D: Tyggegummi
SPOON	spoon	S: Sked D:Ske  /  N: Skje
KNIFE	knife	S: Kniv/Bordskniv D+N: Kniv
PLATE	plate	S: Tallrik D+N: Tallerken
GLASS	glass (to drink from)	S: Glas / Dricksglas D: Glas  /  N: Glass
MUG	mug	S: Mugg D+N: Krus
TEAPOT	teapot 	S: Tekanna N: Tekanne
		
	Clothing	S: kläder  /  N: Klær / D: Tøj
SHIRT	shirt	S: Skjorta N: SkjorteD: Skjorte
DRESS	Dress	S: Klänning N: KjoleD: Kjole
SKIRT	skirt	S: Kjol N: Skjørt D: Nederdel
TROUSERS	trousers (UK) / pants (US)	S: Byxor N: BukserD: Bukser
PULLOVER	jumper (UK) / sweater / pullover	S: Tröja N: Genser D: Bluse
COAT	jacket / coat	S: Jacka N: Jakke
HEADSCARF	veil / hijab / headscarf	S: Slöja N: SlørD: Slør/ Tørklæde
SHOE	shoes [pl]	S+N: Skor D: Sko
GLOVE	gloves [pl]	S: Handskar N: Hansker
SOCK	socks [pl]	S: Strumpor N: Strømper
UNDERWEAR	underwear	S: Underkläder N: UndertøyD: Undertøj
		
	Misc	S: övrigt  /  N: Annet / Øvrige
BED	bed	S: Säng  /  D+N: Seng
BLANKET	blanket	S: Täcke / Filt  N: Dyne / Teppe D: Dyne
LAMP	lamp	S: Lampa/Lykta  /  N: Lampe
TELEPHONE	telephone	S: Telefon N: TelefonD: Telefon
CELLPHONE	mobile phone / cellphone	S+N: Mobil/Mobiltelefon
ELECTRICITY	electricity	S: elektricitet   /  N: Elektrisitet
COMPUTER	computer	S: Dator  /  N: Data / Datamaskin D: Computer
INTERNET_CONNECTION	internet connection	S: internetuppkoppling  /  N: Internettforbindelse
BATTERY	battery	S: Batteri  /  N: Batteri
ROOM	room	S: Rum  /  N: Rom
CHAIR	chair	S+N: Stol  /  N: Stol
TABLE	table	S+N: Bord  / N: Bord
TOILET	toilet	S: Toa/Toalett                          N:Toalett
TOILET_PAPER	toilet paper	S: Toalettpapper N: Toalettpapir D: Toiletpapir
TOOTHBRUSH	toothbrush	S: Tandborste                        N: Tannbørste
TOOTHPASTE	toothpaste	S: Tandkräm                             N:Tannkrem
SHOWER	shower	S: Dusch         N:Dusj
BATHTUB	bathtub	S: Badkar        N: Badekar
SOAP	soap	S: Tvål      N:Såpe
SHAMPOO	shampoo	S: Schampo     N:Sjampo
HANDKERCHIEF	tissue / handkerchief	S: Näsduk N: Lommetørkle
CUPBOARD	cupboard	S: Köksskåp          N: Skap
DOOR	door	S: Dörr D / N: Dør
WINDOW	window	S: Fönster D: Vindue        N: Vindu
WALL	wall	S: Vägg D: Mur       N: Vegg
HOUSE	house	S / D / N: Hus
APARTMENT	apartment / flat	S: Lägenhet D: Lejlighed      N: Leilighet
BOOK	book	D: Bog    S+N:Bok
NEWSPAPER	newspaper	S: Tidning D / N: Avis
RADIO	radio	S/D/N: Radio
TELEVISION	television	D: Fjernsyn  S+N: TV
